team,players,age,possession,goals,assists,penalty_kicks,penalty_kick_attempts,yellows,reds,expected_goals,expected_assists,progressive_carries,progressive_passes
Everton,23.415891190874493,27.502537692251536,43.70071580659597,37.562814728571425,25.078404811748744,2.1267114798078413,1.8607691295206874,76.32636281540832,2.031932407172748,40.61693017844083,32.30027085104088,504.5260664958641,1073.4062158362144
Fulham,26.942157546987097,28.558441408797474,47.20396287048922,56.692749493063076,40.727804399054946,3.1001929846517373,4.164963252708366,79.81649938356958,1.944374508047149,49.387790734705014,37.13409519847131,805.8999858845359,1651.0624011793616
Ipswich Town,32.043338506151656,27.342047526324134,42.469263488358486,32.56635930527485,22.729758672167932,2.0804245916334168,2.1245807618943124,99.4938689976357,5.397324895745788,35.71506247000914,23.018734301280784,474.278805862414,942.6605824525346
Leicester City,32.034667293641434,25.03956747129664,44.77265008267417,30.789468621240108,25.80908228873459,2.198984787556145,2.8492236810540827,82.18204835694854,0.0,31.724401638569713,26.51328901079461,521.0677981702313,1139.1018465113818
Liverpool,21.810300765577985,29.075481035300747,59.5279989121155,78.10194457144588,59.65608328385604,8.585097701503761,9.082970192607943,59.16046044533751,2.1914323035132246,74.25551360259466,63.08858264674261,864.4737717483075,1869.7154767930201
Manchester City,27.744832596068104,27.39865155044284,67.7308675798522,74.69031010073876,55.205133399398285,1.9437329700511774,2.7062888647990535,58.90814481863866,2.0682438483255163,67.10648261473249,51.17655709897987,1122.6200808361286,2076.9337951013554
Manchester Utd,29.40646132499436,28.49174392100708,51.35160690702179,41.62412890668535,29.540429336454956,3.091876960627684,3.0204332156187794,87.95303578853431,2.9723173587727496,46.99913620104739,38.949892176633455,667.3294581829973,1442.1173566284358
Newcastle Utd,24.142055851129378,26.49424340403729,55.726744278246805,71.41365008318286,46.96278235959889,4.663709525980318,6.141771216056373,62.22946847986352,0.9357895357866124,64.28596482763766,48.99112407373381,739.926079291798,1625.3026054425754
Nott'ham Forest,21.75663142597941,28.7279222727527,39.68202392178419,61.83228067826595,43.66319055319103,2.8698788911777973,3.083843146793662,82.64954274432819,1.898958532384811,46.6614148980834,29.254423848119963,631.8030733159578,1004.8218378769426
Southampton,34.286291590481504,27.44157108003073,47.493055680489775,23.67666427746634,14.67708049401752,0.0,1.8060214705630508,80.82438949363802,2.8570029682520572,34.108965248125614,24.253531121255683,674.3546489464507,1196.014861306671
Tottenham,30.205197562904942,27.429420823648428,58.817995261729344,56.472358000302236,51.109685193713375,2.1555668955429774,2.939794133922264,72.73012036827024,1.0722950636892783,57.73072955832433,39.078530974427686,835.128089522649,1478.7982350648574
West Ham,29.38762817289902,28.25581679391118,48.97677899824857,39.21365850053561,23.933365328076505,3.1484385628475415,3.1019123480757407,81.50089025575997,2.800758191906649,44.649803071350966,33.07314284651594,555.3328281198503,1253.2695818286602
Wolves,31.89565342921478,25.796156623385095,51.93376852576185,54.91429707341377,42.83108732351436,0.0,0.0,77.29872141710037,1.9481581898559297,41.57664079875768,35.106965297900125,606.6155351317648,1091.3894996488293
Arsenal,26.252654351539835,27.33938119611901,58.804854431081544,68.31973233578925,48.43290222810217,1.8560981010696893,1.949908166847603,64.22269468711411,6.413773649197067,59.81375893357827,47.50727395784712,895.1549612755027,1778.7442734641202
Aston Villa,29.92971344424434,29.02267072200729,54.76400532649268,57.91683596490793,48.060828873782626,3.067538897278512,5.770535571741962,67.05095568509338,2.8775361171902176,50.99241512342053,44.42934171570485,641.0524447231685,1411.904329661328
Bournemouth,27.335925057228536,26.774163786419052,44.40091229668385,50.8251039530486,40.82142361697495,5.5820637161578475,6.8348514767697415,93.9350658972291,3.244187003114912,58.387933906278015,41.659910442125245,681.9257953091535,1553.9875574566497
Brentford,27.734464999079734,24.661317668762774,45.9369377120603,66.62308384015647,42.14577607278552,5.476666664881311,6.538281260380399,58.15133095813251,0.9203961596644332,55.94804847982388,38.404271173942206,602.7418689403446,1408.3029391026062
Brighton,32.76096946482326,24.437731356897327,50.56446811265735,57.51186300245075,39.39258964264652,5.687677511604173,6.497255241891438,71.50647935580336,2.974676565816039,60.0722797918405,41.35270987098243,819.5953386657225,1336.393011358495
Chelsea,28.549846445852452,23.39566632739279,62.30200035869192,60.725214563368255,43.75949032449574,3.935027317133293,5.387878965802857,105.78073071671417,1.9586548482374735,63.5165730799873,48.16262131821127,875.5100243180219,1464.9745586000915
Crystal Palace,26.226883521048475,24.70114972222952,46.43150891973995,48.32038883546437,34.729998642795856,3.013337905211336,3.930525227032118,72.44393701198591,4.396202527307833,63.95070832020045,44.3661367002971,479.74005352839464,1247.2653089427604
Everton,27.20680603426895,29.031960554507577,40.06926740058618,36.36690829921097,26.93553637296499,2.0010406892480783,2.0791773368458033,84.87676645102354,1.8161650804643887,37.66122739972762,29.49037223498302,519.9076946408242,1121.2041431047903
Fulham,25.184011379145456,29.03282935249526,57.39642911617124,48.54376165013069,39.62666710515935,3.2882463909418083,3.8502252525142016,87.10729993303991,2.0981755618913134,49.605305658846405,38.972852820072205,753.9484540697576,1605.162540096535
Ipswich Town,31.418788508269948,24.991301386044388,41.45204343768859,31.592721068997314,24.440222828677697,2.104011785811696,1.8453952412555157,98.7888863904884,4.857530925301237,36.08754077657191,24.432422266987327,530.6852055193189,944.2246810513141
Leicester City,28.598069229361794,25.54080562209251,42.33646476948092,32.2742127543132,26.26457876067565,1.8540489910993136,2.803458875232266,78.7489502604278,0.0,30.338751673438367,26.13803464210729,583.3255459577974,1054.1808511753618
Liverpool,23.84251621424433,29.602342430773447,60.572494812520425,87.00002086395615,67.35714534760719,9.323827729345117,8.276087423425103,63.77799475639467,1.845014970187528,73.71528956168805,56.52947936690136,864.9441510229775,1816.2128168645124
Manchester City,26.739607920096617,25.437741834249305,58.542266216617016,74.78721222669259,48.41582379306854,2.185689047432625,2.7928859926742007,58.450281670870964,1.889479971700424,70.33293587842753,49.37620322575564,1179.608107245236,1765.2713770620612
Manchester Utd,28.43640494157672,25.362011825534054,49.306335427325806,40.67652555976466,26.998043313295184,3.2125533043944134,2.731028593376942,88.9436513663615,3.129092306728629,48.06968720565846,36.508365202848495,699.9319852772849,1440.2277327121062
Newcastle Utd,26.215457778227794,30.09208579526977,51.72516646671937,61.0751536911607,51.96873225210587,4.621006829240732,6.240223150183121,67.09756062802914,0.9297135603854249,65.04975425214805,49.53733653890417,757.8518658695502,1625.1041817892467
Nott'ham Forest,24.850149887963852,28.420616615100503,42.08113969254727,62.09592614600876,40.50797014926803,2.832748973539233,3.1481421912157455,84.33454156882085,1.8666513612719609,43.52278748286617,34.810162396307675,561.4121237493646,997.6350202357671
Southampton,37.07698320964877,26.25226495428398,45.66141059477683,23.24384828784736,14.494162883858628,0.0,1.9983351497647472,96.48466403741354,2.765493266804312,32.3282349226724,23.038057953959502,641.9990302704813,1109.202781405173
Tottenham,29.204222550082978,24.84620387459167,57.982515723110716,58.8972421642908,42.97992059178152,2.097444811391286,3.0227216168139743,74.82110987931553,0.9858282887818811,52.937490008234874,39.91542540046208,904.9080445638068,1490.3940135455075
West Ham,29.232554561605436,26.372348256165964,48.13734531666957,36.481668592263745,25.13155825834634,2.8548373841468537,3.0514710855213143,85.75375997487916,3.2857083204704747,48.09851118990745,36.15828119502183,611.7235284402253,1152.5424338224514
Wolves,28.52721896361101,29.694845402647474,52.34514260943123,50.373984679916035,44.55792114460456,0.0,0.0,76.31294105808858,2.1523521363123033,40.72865366891439,35.64117096158444,563.3355876986603,1201.8762255450415
Arsenal,25.676979699659164,25.216057261939852,53.354681912293316,59.13252588513271,48.588763356257495,2.0718643522331384,1.8427153274365362,70.81225259471799,6.496857019439811,59.2918670041596,39.388351449922446,769.3187136584451,1879.8653827753283
Aston Villa,25.306196894476724,26.12521305661039,47.70794921308322,53.51547946304834,45.38984257255578,2.7726776276329836,6.066141165538971,78.39178783404155,2.7373839029333515,52.16296707631601,44.19247442851979,743.0163976932976,1282.228071361876
Bournemouth,26.437366708508524,27.020938863918403,50.750388891556526,53.408084853481824,37.686284416770015,5.481865059144366,7.586529504297699,99.52816673730524,2.9387546298303815,63.529863949042166,44.22086382029731,695.0062554783981,1544.0032165651066
Brentford,30.467096799311733,25.642071859162204,46.139056393589634,59.53924203633906,45.6829248426318,5.492511628944858,5.979311797064236,63.7260500527019,1.0987985275995746,60.08908476875512,38.764496229338796,557.2820372141658,1232.1342775673606
Brighton,34.719618999014905,23.532456562402118,51.30911584004968,56.18823344306489,36.57894109940669,6.3774841924915515,6.324755800319853,70.95954697425323,2.765991217424718,58.09465200643936,36.68573249205572,729.7446780827476,1341.5161836318139
Chelsea,26.907227717840478,22.146502460148465,55.53991492971852,63.94900000497782,44.634239623916095,4.203968639631577,4.827637641326705,103.43625261917103,1.817662618799267,68.49920191849252,47.38251983476087,895.4741129933528,1559.4603763055673
Crystal Palace,30.78574581655645,27.98764078022862,46.14542008864203,52.78170502228818,33.707030819073,2.8763085271272106,3.997966351601345,86.44448253919873,3.797137067201775,54.825767610868525,44.86178239268014,510.8892126269528,1237.1245869433048
Everton,24.103108565852512,28.194464751884805,38.73514245106347,37.70692901849569,23.74122126973512,2.152793551012584,1.8676640459351344,75.49413643180382,2.0434870439828074,39.25383714381727,31.248768872813894,456.92673585845205,928.4941432574473
Fulham,23.456937592527833,27.804195213726274,49.97334264423016,53.09548864896407,45.06360992765871,3.2579949126732903,3.925428382301226,83.59425670542717,2.103160983474816,46.51067630544542,37.318740322220705,775.1198242603253,1546.4786230617806
Ipswich Town,33.34060840253928,24.430095878839417,38.26230425038621,35.79273257432476,22.76509022340282,1.9055048619316948,1.98653366954332,91.79893744518643,5.080766979305599,30.824779896121697,21.499094037803573,536.0233135336962,881.0198973112296
Leicester City,33.75878770516498,26.243865358815214,43.636223540417326,32.115969616342774,24.642289260958865,1.95168607252809,2.832489296387127,81.82733794020427,0.0,29.99970622458447,27.144557833388916,578.8764524759017,1117.4606543333193
Liverpool,26.263771444648956,25.346556609931245,52.183490860066875,86.55111431912931,67.64974338529544,9.543280549378569,8.925295487408032,67.83850263711032,1.9884651425066375,80.46153968485093,57.66269647584832,847.7850720427261,1687.5448671853221
Manchester City,27.33221178778355,29.356347557828872,62.107777153005856,65.55090752497428,48.97703060718597,2.1527357170584893,2.8157317563933053,60.54365817638504,1.8688884343401118,67.97229551854826,51.10448281441476,1131.750389374769,2064.1449495147713
Manchester Utd,31.73160901968724,24.826992393418983,56.5152702279063,38.84044441910271,30.011808668880864,3.295983226288306,2.9186088922102362,86.86068679171888,3.0823002220882367,51.30461333575294,37.63177639189684,691.3939426940314,1395.6087943187483
Newcastle Utd,23.97296685575022,26.51535264863566,46.36454763044672,71.90229281761076,45.23608267089554,4.630904278716158,6.268513841122106,61.164331603204,0.9132129459606017,62.479668284918596,42.71525263636489,765.3400504274122,1393.1057550649311
Nott'ham Forest,22.893950314470732,24.768376287430456,38.81761718683218,51.74661831368157,38.323808270063296,2.8445470594683737,3.11072641467207,86.67316618235277,1.8604319486073457,40.53721673289446,32.35247443422501,559.5294250281609,1068.1184936020443
Southampton,38.653337701896106,26.613439383943188,44.76754543561509,22.754816176795277,14.531309956124533,0.0,2.1539025063166277,92.58020384207288,2.7219268088054163,33.654499898925465,26.29991806055117,611.1550254884979,1025.5779231143595
Tottenham,28.522292582625816,23.48118991717524,54.99734615536698,65.49836356445536,50.810094028142906,1.9834512513164613,2.849967543385806,74.46371919005014,1.0357635643286203,52.813307058224275,43.86140123833597,753.7307608205932,1660.3064909492318
West Ham,27.14636457774963,27.945775231601186,50.467951341058175,39.710963710232214,24.06307827587267,2.9540329555892537,2.7795443186149527,74.82797712438354,3.2042606135590015,49.947399443454664,32.99204999201451,653.9455994848042,1116.9514471218956
Wolves,30.41585708003859,28.47108630724873,52.71118539134376,48.695437119606474,39.564271174710875,0.0,0.0,69.60951302573203,2.101277354172697,40.4532058555197,37.71739956063805,585.0328320407057,1188.3970690362369
Arsenal,26.71909241652507,26.489198724136045,58.970649852804264,67.91280655371733,57.779649489589936,2.073413896955274,1.8714558533883525,68.5642237530118,5.706050677479957,54.68977234477439,43.950418369026956,855.4758147844591,1607.9428313822043
Aston Villa,25.698330982159558,27.09862775810395,51.60818685698416,55.07201094752859,44.954412651952595,3.018947261436087,6.185074742133575,70.55289757262699,3.2187096502294934,59.54387925892983,40.31024675446768,669.2159881211956,1391.8374049050055
Bournemouth,27.766920378615172,26.908716495483425,45.26398205046243,55.60870579376779,38.7906882289055,5.9049887755307715,6.362974457014366,87.75403268142341,2.766335737654006,64.65875632811222,40.5334597529916,732.6818810937493,1406.6183460008388
Brentford,27.12257506025348,28.86134024190545,49.625853594518084,69.51771515003084,39.834402066613144,5.059256499565919,6.548992211224383,61.3642824325728,0.9005096790730359,56.03260906198772,42.49224242547297,585.232508177849,1186.2480621945265
