rank,team,win,loss,draw,goals,conceded,points,last5,top_scorer,keeper
18.36651347746462,Leicester City,6.483058415761587,22.665544377803478,7.042491093024989,34.13054857257819,73.07362019087698,22.973301235233542,L L W D W,Jamie Vardy,Mads Hermansen
18.05677599740655,Ipswich Town,4.076191165742802,25.02190794391357,10.315975890353847,32.48860221486478,83.0234877616604,20.975936561867336,L L D L L,Liam Delap,Arijanet Muric
18.22485582587613,Southampton,1.8230055289253015,29.71307606440243,6.087854191640346,26.5882821419342,87.91419285690222,11.235951232945565,D L L D L,Paul Onuachu,Aaron Ramsdale
1.0415560619426323,Liverpool,23.347040488533345,4.291037268958733,8.592290445057936,77.37064733956106,40.03932618994176,86.62029063570924,W W L D L,Mohamed Salah,Alisson
2.0280480704131625,Arsenal,20.391910874541963,4.329113599235137,13.530887814326855,71.89174221020603,31.697692331882944,65.59439433205341,W D L D W,Kai Havertz,David Raya
3.148128617955285,Manchester City,19.69427040563777,8.760549969542616,7.452985780961991,75.55571837089236,39.9665725447993,72.52923377554242,W W W D W,Erling Haaland,Ederson
4.23673667092019,Newcastle Utd,20.425509758429122,11.40934375096263,5.572861776769936,70.74206192600342,45.88228306382974,69.74378843824599,L W D W L,Alexander Isak,Nick Pope
4.799663479483293,Chelsea,17.86438135932509,8.436446683947446,9.318271111385386,66.26522943628896,40.374049186496855,66.06935485009637,W W W L W,Cole Palmer,Robert Sánchez
5.612798173651492,Aston Villa,20.204228327348474,9.892622811004872,9.44328328030557,55.7856963095407,53.548875171492554,64.66322272663747,W L W W W,Ollie Watkins,Emiliano Martínez
7.471577461522398,Nott'ham Forest,20.61459481227705,10.451649288773199,8.757800356608342,62.613794051996464,47.0496737638008,70.05368233456753,W L D D W,Chris Wood,Matz Sels
8.784753168451298,Brighton,13.804474243487967,8.557476608620231,13.688547273551958,61.29054859241224,59.58552944828635,54.527584623183806,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.40388837111635,Brentford,14.7827581607469,15.155648909975824,6.387471040713334,68.7196643202778,61.48730502546824,57.06095392888013,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.290289396600423,Fulham,15.972650647213666,11.776982987088472,9.894337226628334,53.40706457490886,51.1560669908364,56.86410294159481,L W L L W,Raúl Jiménez,Bernd Leno
11.405165725234607,Bournemouth,14.791365054862931,12.725058266286075,10.122391995690727,57.09474067171162,46.242778629902205,51.24955897286988,D D W L L,Justin Kluivert,Kepa Arrizabalaga
12.851913494462458,Crystal Palace,11.884857982321439,11.589457492701783,13.937329698172112,47.213044886480546,48.653259203006385,56.88982067634735,D D D W W,Jean-Philippe Mateta,Dean Henderson
14.08317225695589,Everton,10.144031710827942,11.197057623375539,14.292713784154339,40.503211879530106,43.31839822084415,45.983651972259686,L L D W W,Iliman Ndiaye,Jordan Pickford
14.201147718576403,Wolves,11.665596207663436,18.122016501551876,4.732776489626402,51.184881560687764,62.89397142813002,37.086146933583244,W W L L L,Matheus Cunha,José Sá
15.31788917231514,West Ham,9.147457229428989,15.783068717316498,10.802626628663187,38.8813447781237,55.28380418838696,37.786306674013645,D L D W L,Jarrod Bowen,Alphonse Areola
15.414632992198953,Manchester Utd,9.30560147271105,16.517411600104204,9.849320234455664,38.131028588361524,53.693328999075504,38.41015301022317,L D L L L,Bruno Fernandes,André Onana
17.505988986993547,Tottenham,11.996430647240722,19.501033530705,5.006193804746956,57.365122865848306,63.86537025271476,37.81441626398212,L L D L L,Brennan Johnson,Guglielmo Vicario
18.239626824524677,Leicester City,5.480845603692028,24.186119287212815,6.452958832691239,30.02330620777927,85.45956966431461,26.899192438482245,L L W D W,Jamie Vardy,Mads Hermansen
19.484058609565476,Ipswich Town,3.9809740974073184,20.93383161017088,9.393659950383222,34.6141665078112,78.48717178163338,24.12364449964717,L L D L L,Liam Delap,Arijanet Muric
21.381061141376687,Southampton,1.894584975868399,31.185555187822885,6.311540441720615,27.082059641197688,91.565184795308,11.548089852443667,D L L D L,Paul Onuachu,Aaron Ramsdale
1.0993754040732924,Liverpool,23.984760352809975,3.906396382664685,8.293388715754869,81.85366841073814,43.56982138047019,76.38579747749323,W W L D L,Mohamed Salah,Alisson
2.146801657075159,Arsenal,20.300540504132602,4.016078458521763,15.213063016485496,72.93524281142723,34.6770756264924,72.5446088902295,W D L D W,Kai Havertz,David Raya
3.18311539767394,Manchester City,18.816225026510395,8.766445605465554,8.695485503807664,73.09520337752159,41.62366181313835,65.17094443417794,W W W D W,Erling Haaland,Ederson
3.9710433457469145,Newcastle Utd,18.119427544899096,11.247656965479115,6.293268752421103,67.23475684250712,41.90954112799544,69.14041961648796,L W D W L,Alexander Isak,Nick Pope
4.993820312150257,Chelsea,18.833703260068347,8.451795811028779,9.611713105308299,67.22843681951417,40.83836741324687,66.66548339412893,W W W L W,Cole Palmer,Robert Sánchez
6.458086555987926,Aston Villa,18.229266628703705,9.003287137407106,9.155039129564866,55.93476251731869,44.99330424107139,68.9999184862643,W L W W W,Ollie Watkins,Emiliano Martínez
7.187217178531165,Nott'ham Forest,18.53391295056927,10.943547223581884,7.367873804825859,60.28326130599721,49.136201552164614,69.16673191852126,W L D D W,Chris Wood,Matz Sels
7.976035187084127,Brighton,14.829875147170686,8.44458087766901,13.184060693480445,58.81975010200078,57.06847124194053,53.13139745972436,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
9.835899253789592,Brentford,16.387737305783048,13.932692720306292,6.3067263467185715,61.48143919417003,52.11266525674357,56.520103806151006,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
9.560746570425186,Fulham,13.892041548337486,12.340804700240152,8.440028914575947,55.590010923385314,49.764033550798125,52.02724481421826,L W L L W,Raúl Jiménez,Bernd Leno
10.548484831968308,Bournemouth,13.526642856516732,10.823610864549936,10.602969706718891,59.425439252362835,42.96470476069951,50.34707341109549,D D W L L,Justin Kluivert,Kepa Arrizabalaga
12.598643928613887,Crystal Palace,13.376893500079392,11.831399484541013,14.218334391262669,49.61979671393717,45.96034756438778,51.95900890476509,D D D W W,Jean-Philippe Mateta,Dean Henderson
13.665925700758896,Everton,10.288378881490399,11.033051118803666,15.267870415836187,38.24793524048111,42.22666194871402,43.95862472031136,L L D W W,Iliman Ndiaye,Jordan Pickford
13.433957020816512,Wolves,12.272287715340717,20.692136993288898,4.674547396714616,53.648460866030575,73.67209669695288,37.728936985517834,W W L L L,Matheus Cunha,José Sá
16.18186953471376,West Ham,10.924767076725239,18.142424659543586,10.04850561038542,45.351611735703905,55.83149723299879,41.44138177270396,D L D W L,Jarrod Bowen,Alphonse Areola
14.498006020504214,Manchester Utd,9.723963048221037,17.72374687703429,8.877019611973282,44.95913116877026,52.20347311620324,35.57971740220754,L D L L L,Bruno Fernandes,André Onana
16.9047694727347,Tottenham,10.133216357214286,19.91914019063216,5.3376954834406884,61.81861153248701,60.2722083112822,35.158597058507,L L D L L,Brennan Johnson,Guglielmo Vicario
19.25120409648076,Leicester City,6.412588844401142,23.500900159649515,7.139484626693829,29.765239388841795,74.41696054053862,27.007461435834003,L L W D W,Jamie Vardy,Mads Hermansen
19.030202469405545,Ipswich Town,3.720787740126334,21.970113828909472,9.577821424106828,32.876368617945715,83.85086215138826,20.580254416130632,L L D L L,Liam Delap,Arijanet Muric
19.99036861304835,Southampton,1.891892119293781,28.12915468796232,5.49127320355404,26.84225436313867,78.32032809210176,11.095261402239753,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9185572709846651,Liverpool,23.17868578067622,4.074074114099318,8.457093136013677,80.067931129794,39.900496380151125,80.3207505348653,W W L D L,Mohamed Salah,Alisson
2.053609963485285,Arsenal,18.562898497277782,4.201541527505081,14.529772198626722,60.45648626012848,31.050651063177742,77.76074011363703,W D L D W,Kai Havertz,David Raya
3.2334288895839287,Manchester City,19.994980580349132,9.23238707788797,8.357984522687621,64.77745560549978,40.00940709279192,65.83772994588479,W W W D W,Erling Haaland,Ederson
4.123172702615488,Newcastle Utd,20.51301345312678,11.143264346974316,5.888871672904047,74.63940318262522,41.835351802935136,69.84849627684102,L W D W L,Alexander Isak,Nick Pope
5.3475521991212585,Chelsea,18.864831189098652,9.22497105574105,8.534837569762475,67.64986409583562,38.808906613973974,71.94025036406391,W W W L W,Cole Palmer,Robert Sánchez
5.609830430451382,Aston Villa,19.547880772002515,9.800188216671199,8.34879682915601,58.585500653841734,46.356538410521985,69.40366260471977,W L W W W,Ollie Watkins,Emiliano Martínez
6.581854350670541,Nott'ham Forest,20.47828508180917,10.535554728566154,8.762829062008489,54.309470631626624,49.17260651188272,71.15700035698782,W L D D W,Chris Wood,Matz Sels
7.426209415470802,Brighton,14.308760141088907,8.778701653688776,14.072077957444,66.97960680746617,56.853547297837494,62.798812645045416,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
9.365897298095035,Brentford,16.565551544578977,14.1273525548029,7.1094105163588805,63.85872432451111,53.45568305612289,52.397935141585556,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
9.076252386048115,Fulham,14.143485140228774,13.894302382330832,9.29126272334756,52.19639184342383,55.55319545737505,58.89689483402947,L W L L W,Raúl Jiménez,Bernd Leno
11.79085138815265,Bournemouth,13.633838849519524,11.199785849220515,11.091640383085327,61.054928883591224,45.03983754944907,54.975998951898696,D D W L L,Justin Kluivert,Kepa Arrizabalaga
12.857738576052096,Crystal Palace,13.941468236872494,10.223060629629561,12.760295906089913,50.5276808942019,53.84108392301374,54.270373413835316,D D D W W,Jean-Philippe Mateta,Dean Henderson
13.530570660928042,Everton,10.24111463441421,12.69414691324526,13.696201821154585,42.69007488959661,39.81330407467419,47.5391143154947,L L D W W,Iliman Ndiaye,Jordan Pickford
13.864136195276373,Wolves,12.844572483923795,21.1862216401537,5.3692818161007905,49.528232200163394,68.83519773067938,40.33269143672665,W W L L L,Matheus Cunha,José Sá
15.307500442743198,West Ham,9.998496004310985,17.718125949001717,9.297046319440215,45.89376382802308,64.38430247902987,40.23671326078099,D L D W L,Jarrod Bowen,Alphonse Areola
17.10123079665655,Manchester Utd,10.322360300083444,19.00278160779387,8.640995226005673,39.084219909252006,59.16311679256235,36.14012627417022,L D L L L,Bruno Fernandes,André Onana
16.308651132311244,Tottenham,10.441787975093304,19.62893773669595,5.3549543140892455,62.15135957096779,63.356559502908745,41.01364319028501,L L D L L,Brennan Johnson,Guglielmo Vicario
18.89984057085283,Leicester City,5.753703883407867,23.103136796357322,6.3387411400169045,30.788626719997293,78.31468085409092,24.249407519499325,L L W D W,Jamie Vardy,Mads Hermansen
17.505854335230328,Ipswich Town,4.2448117607567735,22.157871684549555,9.847166638646375,38.3772992161217,82.58716690605479,22.09210438572816,L L D L L,Liam Delap,Arijanet Muric
21.23472545022397,Southampton,1.9298573673092276,30.2317881861695,6.451935839640432,26.452584583518767,77.80184111109062,12.675449994775178,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9580198725041454,Liverpool,23.020971933572003,4.247492917790737,8.380694016033967,81.98803760698378,36.3349696638431,84.42732455674324,W W L D L,Mohamed Salah,Alisson
2.0073221072498035,Arsenal,19.129114217074026,3.887210024251389,14.980508964104402,70.53616126198116,31.530251428055884,74.03451663791452,W D L D W,Kai Havertz,David Raya
3.175395067856387,Manchester City,19.637852741610974,8.122339072156144,7.789902958773666,76.41332237868045,44.589742958003455,64.27940944013677,W W W D W,Erling Haaland,Ederson
3.73022531021915,Newcastle Utd,21.098605057251085,11.683837113037647,5.9662034820446985,61.7965579022688,42.07618552723573,71.58420786651405,L W D W L,Alexander Isak,Nick Pope
4.580077636975185,Chelsea,17.400625742754134,9.611211625778576,8.51139095897172,68.93798530789479,40.22241993043273,71.44198699196623,W W W L W,Cole Palmer,Robert Sánchez
6.242876065686325,Aston Villa,17.52836969161885,8.124754619238448,8.178100017611493,63.544529179855985,50.764794602307205,69.2065029250607,W L W W W,Ollie Watkins,Emiliano Martínez
7.575802493597246,Nott'ham Forest,20.358263108922056,9.269279783474474,8.298601546839855,59.48462973154668,45.57838838252495,70.37510563681685,W L D D W,Chris Wood,Matz Sels
7.741490223698559,Brighton,16.420501582009038,8.300011187621006,12.974322492385356,57.25355953760046,58.77936618853999,53.248922625189564,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.345199143551863,Brentford,15.60172242586904,12.975542902878134,6.462053092594276,59.98770417322193,60.19135350112556,56.068121296517276,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.845008205823913,Fulham,14.921756026246312,12.349197187372663,9.219067313189523,58.4343135500587,51.80398353673153,50.95894240617417,L W L L W,Raúl Jiménez,Bernd Leno
10.589988701456203,Bournemouth,12.638282017816783,12.216354189925578,11.549155895379712,55.719046778220836,45.01193830964904,55.315773475875204,D D W L L,Justin Kluivert,Kepa Arrizabalaga
12.802069802940657,Crystal Palace,13.396366949341209,10.548769522178256,13.694102251249443,46.04931626019727,47.11613447260239,48.35551726411628,D D D W W,Jean-Philippe Mateta,Dean Henderson
12.323725705560213,Everton,9.636125733180148,11.505129902486352,14.857466994213988,39.00176171943044,46.61886826133219,48.929305589200204,L L D W W,Iliman Ndiaye,Jordan Pickford
13.97630171703317,Wolves,12.398107805927175,20.28211088887749,5.07716034712491,56.50142828190024,65.08295402109188,42.72043240955465,W W L L L,Matheus Cunha,José Sá
15.247996770639663,West Ham,9.26134397683897,18.157964593741315,9.49841859386222,44.47728349290912,63.1223133113122,36.19963310811742,D L D W L,Jarrod Bowen,Alphonse Areola
15.617251717989099,Manchester Utd,9.939055722205046,18.809910480372704,9.880191272814281,43.05784025914175,53.48619781503084,42.1803072165459,L D L L L,Bruno Fernandes,André Onana
18.47954882747024,Tottenham,11.196865587518676,19.1733786787469,4.913356981421945,65.82258775185322,57.291437866021504,41.27063329373116,L L D L L,Brennan Johnson,Guglielmo Vicario
19.195501143116577,Leicester City,6.37037311400427,25.440728663449256,7.000046188290297,35.971456169205695,83.86883674444985,26.66877399734956,L L W D W,Jamie Vardy,Mads Hermansen
20.47531619155745,Ipswich Town,4.01066192679904,22.381215258444172,10.754593470001033,37.08310434043847,76.00213432635482,21.783747100547636,L L D L L,Liam Delap,Arijanet Muric
21.639343173598622,Southampton,2.0414996079798335,29.77977256167396,5.473379312653639,23.247316741256714,76.29508617915364,12.446841878595588,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9840401004602514,Liverpool,24.393351259364163,3.798209279323895,7.666970726127772,84.4552959028574,43.82629616442056,90.20253433738804,W W L D L,Mohamed Salah,Alisson
1.8125737207387937,Arsenal,19.921196651317725,3.771460716212316,13.240137862759713,71.01467219219548,30.827338995849036,68.56249808186519,W D L D W,Kai Havertz,David Raya
2.8113204146034025,Manchester City,20.45128821893387,9.244526985708331,8.051348176048387,65.82956481093498,44.927427738647644,64.05175740287812,W W W D W,Erling Haaland,Ederson
4.059592457947003,Newcastle Utd,18.72170862043769,11.490594034512716,5.46842234803722,71.18402199149267,48.519012728280934,62.908637599291865,L W D W L,Alexander Isak,Nick Pope
4.823007492477798,Chelsea,20.124270075413808,9.181164089758383,9.651969547658732,61.51219310402417,45.96129511885603,68.84022928728697,W W W L W,Cole Palmer,Robert Sánchez
6.39597955052018,Aston Villa,19.06595598758946,9.266372055541325,8.317368129837924,53.09303929929139,48.69922571997168,62.12594160841038,W L W W W,Ollie Watkins,Emiliano Martínez
6.648833293382489,Nott'ham Forest,18.608664352357014,10.589117054101024,7.617008217718204,59.059806033252706,48.47433020793307,68.45526231749253,W L D D W,Chris Wood,Matz Sels
7.234996992734285,Brighton,15.128377486615745,8.43538670710003,14.265623017312745,63.46042397179735,57.30235410779628,57.64565353102369,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.764449713721397,Brentford,17.17522165209974,14.188614363402548,6.8499038688518485,66.96409771599446,60.49345719989999,53.3841348652948,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
9.85835210714781,Fulham,15.649556611446933,12.157984819713434,8.464624511733332,59.09857428699188,51.6291754138867,51.818011013703476,L W L L W,Raúl Jiménez,Bernd Leno
10.588716418162543,Bournemouth,14.703901733325415,13.175152990688744,12.089041623798213,56.705616483289255,43.23354866016746,49.44605248323462,D D W L L,Justin Kluivert,Kepa Arrizabalaga
11.277993270176434,Crystal Palace,13.053516937343225,10.518264696130311,11.733575067486754,51.22472779968227,46.89288724310149,55.65590794112432,D D D W W,Jean-Philippe Mateta,Dean Henderson
13.267594598821459,Everton,10.914291439708254,11.92183288882212,15.773089752495524,40.54382071142625,41.37998945936151,41.431099342620996,L L D W W,Iliman Ndiaye,Jordan Pickford
13.422612872087814,Wolves,12.210340855503375,20.68118641398094,4.768703045569504,50.14654290700554,72.39387310128264,44.01119579159488,W W L L L,Matheus Cunha,José Sá
15.886727910086378,West Ham,9.847265423760819,17.463374540963944,9.955308751144521,41.47613956612585,55.49225193009831,38.004645188696244,D L D W L,Jarrod Bowen,Alphonse Areola
15.29234591983421,Manchester Utd,10.629100111692518,18.87405462932747,9.656603877980972,39.46680590164912,49.766766234349504,41.41547342639449,L D L L L,Bruno Fernandes,André Onana
15.310752828662222,Tottenham,11.01921232799976,23.006972542460826,4.810156452056132,68.6234659818233,61.366077009988814,38.453298901020986,L L D L L,Brennan Johnson,Guglielmo Vicario
17.75971324674445,Leicester City,5.635689966372158,23.56259772653712,6.948107799834506,30.373099911752966,73.07648354254988,26.265109149847778,L L W D W,Jamie Vardy,Mads Hermansen
20.643859868897074,Ipswich Town,3.9330925721866836,25.220513715212245,10.585663888481118,38.41477364275901,82.83432841499403,21.28128542864055,L L D L L,Liam Delap,Arijanet Muric
21.590655935320147,Southampton,2.1250658043849273,31.14696279311191,5.917005627093079,25.178139631497466,86.79017480986823,12.43107480205819,D L L D L,Paul Onuachu,Aaron Ramsdale
0.9471365051466776,Liverpool,23.847135501836007,4.290075661210216,8.698696187200776,82.58974399509394,38.584386342325566,84.88798849792144,W W L D L,Mohamed Salah,Alisson
2.1185872822352083,Arsenal,18.068366310395355,4.108580521454374,13.563720955888789,68.23212715332505,36.11986396353563,64.00771135231047,W D L D W,Kai Havertz,David Raya
3.149819132725172,Manchester City,18.510104904290984,9.045102171106558,8.548836247053783,67.15247989493975,42.599866592787436,65.10141776573785,W W W D W,Erling Haaland,Ederson
4.360441046549452,Newcastle Utd,18.53682473335661,11.685329166322715,6.4810918023225135,69.40004644227301,42.209446282653495,68.5391014256174,L W D W L,Alexander Isak,Nick Pope
5.437256578670371,Chelsea,18.087567212767294,8.95783836559299,8.36140432299305,63.11692741912355,39.894648035510755,60.06871400053552,W W W L W,Cole Palmer,Robert Sánchez
6.554812060773397,Aston Villa,17.32336516764607,9.24123573927534,9.485519510922371,55.7675365861797,44.26701637990572,65.18548960599107,W L W W W,Ollie Watkins,Emiliano Martínez
6.952685246485596,Nott'ham Forest,19.55201345907652,10.451627453176581,7.584756990235613,55.354003065508174,49.38126944077329,58.5477321460156,W L D D W,Chris Wood,Matz Sels
8.448499789669036,Brighton,14.884132996562109,8.427117309367052,12.869358568558988,67.48408679975037,59.65676036289386,52.41714392689418,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
8.977649092702652,Brentford,16.93575929636427,13.5733086864287,6.883215308399737,59.595279873978065,55.85723609954924,49.55734192160126,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.715202561337819,Fulham,14.364609596842143,12.313952044650884,9.119451193903188,57.17459243401987,47.16680340966138,59.014844668123864,L W L L W,Raúl Jiménez,Bernd Leno
9.937113809923458,Bournemouth,12.666945580552918,11.911816651865085,10.413092728705125,57.28143696857122,45.679580116770694,50.104821047587805,D D W L L,Justin Kluivert,Kepa Arrizabalaga
11.67464919647048,Crystal Palace,11.879842675907984,11.020365719659546,12.457789199603424,46.57434158413293,53.48138032976538,54.98972960343088,D D D W W,Jean-Philippe Mateta,Dean Henderson
13.83579192029374,Everton,9.729226331751143,12.288728092388709,15.133304857087204,39.45821308200227,45.50169574597174,41.657670177518185,L L D W W,Iliman Ndiaye,Jordan Pickford
13.909559336352276,Wolves,10.837226655666363,20.32512465069566,4.835332835679643,50.94147915319719,61.576821252358386,43.99821727183151,W W L L L,Matheus Cunha,José Sá
14.993968315399993,West Ham,9.403198270138978,15.405041456575333,10.954277845366434,42.357100071060145,59.36811248545616,39.6592062217581,D L D W L,Jarrod Bowen,Alphonse Areola
17.491679928311488,Manchester Utd,10.95609504677901,17.495338110279462,9.10906441088286,44.689890608519846,55.36426058663516,36.564897848896805,L D L L L,Bruno Fernandes,André Onana
17.30748391591215,Tottenham,9.968939995867165,21.379297994400957,5.1888903710014045,64.05667173304911,65.88476569940431,38.98958104267569,L L D L L,Brennan Johnson,Guglielmo Vicario
18.322764937552147,Leicester City,5.824248483057474,21.672836397939435,6.928443657867053,36.27695661798526,84.0370330901943,24.658981406418505,L L W D W,Jamie Vardy,Mads Hermansen
18.582990195073688,Ipswich Town,3.9852827565615567,22.009241761433696,9.592777831987293,38.43349498107082,77.49853140912298,22.618116684758615,L L D L L,Liam Delap,Arijanet Muric
19.037203063753243,Southampton,2.1794434323742196,28.477968493134536,5.438785732494924,26.924136701259506,81.69421502485886,11.289071418411634,D L L D L,Paul Onuachu,Aaron Ramsdale
1.0555512703181897,Liverpool,22.950724590414627,4.185896171230508,7.5066204845260955,93.14318099590713,41.39055746437662,88.96539752427164,W W L D L,Mohamed Salah,Alisson
2.119498034712792,Arsenal,20.434327549565218,3.9425620132902983,14.948419355064296,69.80922029502445,30.52858555610853,77.16646372775693,W D L D W,Kai Havertz,David Raya
2.955005359250348,Manchester City,19.126995945956264,9.462878494289546,7.62380406368933,68.72255010346198,44.44171123611208,69.52699457654937,W W W D W,Erling Haaland,Ederson
3.835689822298051,Newcastle Utd,21.7310625758125,9.942460466088546,6.393846995082165,74.73007066570496,45.137932292663635,69.88700661635066,L W D W L,Alexander Isak,Nick Pope
4.997303703615888,Chelsea,17.90187149582304,9.130946367014797,8.455534212497755,66.68735195573417,38.955084587755174,72.4440535035315,W W W L W,Cole Palmer,Robert Sánchez
6.213961019537039,Aston Villa,19.081740931383507,9.373832310454329,8.304684962085043,61.24169375271041,44.54125838257028,71.10632511431656,W L W W W,Ollie Watkins,Emiliano Martínez
6.435133321042567,Nott'ham Forest,20.47391913092474,9.235424313297502,8.109160559339356,61.26934675096896,42.70327577711475,69.09074113302158,W L D D W,Chris Wood,Matz Sels
7.9498057960490485,Brighton,15.505336613298466,9.478718333434081,13.612980855544894,59.865799895847864,60.02089206097543,56.02710969893296,L W D W W,"Kaoru Mitoma, Danny Welbeck...",Bart Verbruggen
9.244976428260387,Brentford,16.959493278502592,13.966313888509085,6.8795031445225465,65.3377863798745,52.74269082709743,56.56125519123183,W W W W L,"Yoane Wissa, Bryan Mbeumo",Mark Flekken
10.793425658852307,Fulham,15.804620173122867,13.638439649903422,9.475780055737836,56.33515998162156,47.29115928296491,53.12310697207599,L W L L W,Raúl Jiménez,Bernd Leno
11.05667475058405,Bournemouth,13.812917309932129,11.620830581082707,11.17363871622051,51.663616014115775,50.35752041858061,48.03224632381774,D D W L L,Justin Kluivert,Kepa Arrizabalaga
11.024987563981542,Crystal Palace,13.813936846701148,10.789493193127946,12.339322623997516,51.12318401418756,47.021783347620236,55.42578873981074,D D D W W,Jean-Philippe Mateta,Dean Henderson
12.080373706799666,Everton,9.401727775084392,11.925779344778988,15.996786613757994,42.67478318021066,39.88871326912081,46.2378695723578,L L D W W,Iliman Ndiaye,Jordan Pickford
14.072134643531388,Wolves,11.589508953307892,18.228546098823372,5.096563540151886,48.37820189759706,70.91093614785288,39.94499004272305,W W L L L,Matheus Cunha,José Sá
13.986788483766393,West Ham,10.464589999282133,16.48012041019757,10.15651781385153,41.34271124160517,62.92268955399548,40.056266578991796,D L D W L,Jarrod Bowen,Alphonse Areola
14.599459247240311,Manchester Utd,10.985883507699699,19.76686102739921,9.730578457740014,44.03319773523707,56.101558061434964,35.242479370325704,L D L L L,Bruno Fernandes,André Onana
17.228500475960967,Tottenham,11.159943750551461,21.367137666149805,4.886652129330401,67.63953659849435,61.796125352808694,40.422731021613195,L L D L L,Brennan Johnson,Guglielmo Vicario
16.33594152725676,Leicester City,6.34368187556104,22.34534419137379,7.168031988754561,29.750629823672107,79.95156766192333,26.055965602113783,L L W D W,Jamie Vardy,Mads Hermansen
19.581758187268804,Ipswich Town,3.967404832169998,24.602077471084577,9.46529560712775,33.46013460832505,75.68574885146946,23.50689965057,L L D L L,Liam Delap,Arijanet Muric
18.661546540740378,Southampton,2.115193123039515,28.95688355716817,5.8688372555966515,27.161412850236168,85.69455749437603,11.262390357593413,D L L D L,Paul Onuachu,Aaron Ramsdale
